Regiao;UF;NomMunicipio;NomBairro;NomRevenda;NomEnderecoCompleto;DscProduto;202201;202202;202203;202204;202205;202206;202207
NE;CE;JUAZEIRO DO NORTE;FRANCISCANOS;L G COMERCIO DE PETROLEO LTDA.;RUA SAO BENEDITO, NR: 1394, COMPLEMENTO: NI - BAIRRO: FRANCISCANOS;GASOLINA ADITIVADA;0.0;0.0;0.0;0.0;0.0;7.79;0.0
NE;CE;JUAZEIRO DO NORTE;JARDIM GONZAGA;JUACO PETROLEO LTDA;RUA FRANCISCO MARTINS DE SOUZA, NR: 11, COMPLEMENTO: NI - BAIRRO: JARDIM GONZAGA;DIESEL S10;6.09;0.0;6.823333333333333;7.165;7.640000000000001;7.59;7.823333333333333
NE;CE;JUAZEIRO DO NORTE;JARDIM GONZAGA;JUACO PETROLEO LTDA;RUA FRANCISCO MARTINS DE SOUZA, NR: 11, COMPLEMENTO: NI - BAIRRO: JARDIM GONZAGA;ETANOL;0.0;0.0;0.0;0.0;6.29;6.29;6.0566666666666675
NE;CE;JUAZEIRO DO NORTE;JARDIM GONZAGA;JUACO PETROLEO LTDA;RUA FRANCISCO MARTINS DE SOUZA, NR: 11, COMPLEMENTO: NI - BAIRRO: JARDIM GONZAGA;GASOLINA;6.95;0.0;7.3999999999999995;7.41;7.675000000000001;7.66;6.79
NE;CE;JUAZEIRO DO NORTE;JARDIM GONZAGA;JUACO PETROLEO LTDA;RUA FRANCISCO MARTINS DE SOUZA, NR: 11, COMPLEMENTO: NI - BAIRRO: JARDIM GONZAGA;GASOLINA ADITIVADA;7.1;0.0;7.423333333333333;7.49;7.695;7.69;6.859999999999999
NE;CE;JUAZEIRO DO NORTE;LAGOA SECA;NOSSO POSTO DERIVADOS DE PETROLEO LTDA;AVENIDA AILTON GOMES DE ALENCAR, NR: 3200, COMPLEMENTO: NI - BAIRRO: LAGOA SECA;DIESEL S10;0.0;0.0;7.17;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;LAGOA SECA;NOSSO POSTO DERIVADOS DE PETROLEO LTDA;AVENIDA AILTON GOMES DE ALENCAR, NR: 3200, COMPLEMENTO: NI - BAIRRO: LAGOA SECA;ETANOL;0.0;0.0;5.77;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;LAGOA SECA;NOSSO POSTO DERIVADOS DE PETROLEO LTDA;AVENIDA AILTON GOMES DE ALENCAR, NR: 3200, COMPLEMENTO: NI - BAIRRO: LAGOA SECA;GASOLINA;0.0;0.0;7.35;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;LAGOA SECA;NOSSO POSTO DERIVADOS DE PETROLEO LTDA;AVENIDA AILTON GOMES DE ALENCAR, NR: 3200, COMPLEMENTO: NI - BAIRRO: LAGOA SECA;GASOLINA ADITIVADA;0.0;0.0;7.45;0.0;0.0;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;LIMOEIRO;IMACULADA CONCEICAO COMERCIO DE PETROLEO LTDA;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 2215, COMPLEMENTO: NI - BAIRRO: LIMOEIRO;DIESEL S10;0.0;5.92;0.0;6.99;0.0;7.32;0.0
NE;CE;JUAZEIRO DO NORTE;LIMOEIRO;IMACULADA CONCEICAO COMERCIO DE PETROLEO LTDA;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 2215, COMPLEMENTO: NI - BAIRRO: LIMOEIRO;ETANOL;0.0;5.35;0.0;5.9;0.0;6.09;0.0
NE;CE;JUAZEIRO DO NORTE;LIMOEIRO;IMACULADA CONCEICAO COMERCIO DE PETROLEO LTDA;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 2215, COMPLEMENTO: NI - BAIRRO: LIMOEIRO;GASOLINA;0.0;6.539;0.0;7.29;0.0;7.39;0.0
NE;CE;JUAZEIRO DO NORTE;LIMOEIRO;IMACULADA CONCEICAO COMERCIO DE PETROLEO LTDA;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 2215, COMPLEMENTO: NI - BAIRRO: LIMOEIRO;GASOLINA ADITIVADA;0.0;6.639;0.0;7.39;0.0;7.49;0.0
NE;CE;JUAZEIRO DO NORTE;LIMOEIRO;RIBEIRO COMERCIO DE PETROLEO EIRELI;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 2921, COMPLEMENTO: NI - BAIRRO: LIMOEIRO;DIESEL S10;0.0;5.92;0.0;7.15;7.15;7.64;7.65
NE;CE;JUAZEIRO DO NORTE;LIMOEIRO;RIBEIRO COMERCIO DE PETROLEO EIRELI;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 2921, COMPLEMENTO: NI - BAIRRO: LIMOEIRO;ETANOL;0.0;5.49;0.0;5.9;6.09;6.19;5.69
NE;CE;JUAZEIRO DO NORTE;LIMOEIRO;RIBEIRO COMERCIO DE PETROLEO EIRELI;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 2921, COMPLEMENTO: NI - BAIRRO: LIMOEIRO;GASOLINA;0.0;6.4895;0.0;7.29;7.25;7.54;6.29
NE;CE;JUAZEIRO DO NORTE;LIMOEIRO;RIBEIRO COMERCIO DE PETROLEO EIRELI;AVENIDA PRESIDENTE CASTELO BRANCO, NR: 2921, COMPLEMENTO: NI - BAIRRO: LIMOEIRO;GASOLINA ADITIVADA;0.0;6.6345;0.0;7.39;7.445;7.640000000000001;6.99
NE;CE;JUAZEIRO DO NORTE;NOVO JUAZEIRO;JAVAES PETROLEO E DERIVADOS LTDA;AVENIDA CORONEL HUMBERTO BEZERRA, NR: 645, COMPLEMENTO: NI - BAIRRO: NOVO JUAZEIRO;DIESEL S10;5.99;0.0;6.59;7.19;7.19;8.19;0.0
NE;CE;JUAZEIRO DO NORTE;NOVO JUAZEIRO;JAVAES PETROLEO E DERIVADOS LTDA;AVENIDA CORONEL HUMBERTO BEZERRA, NR: 645, COMPLEMENTO: NI - BAIRRO: NOVO JUAZEIRO;ETANOL;5.89;0.0;5.9399999999999995;5.99;6.49;6.49;0.0
NE;CE;JUAZEIRO DO NORTE;NOVO JUAZEIRO;JAVAES PETROLEO E DERIVADOS LTDA;AVENIDA CORONEL HUMBERTO BEZERRA, NR: 645, COMPLEMENTO: NI - BAIRRO: NOVO JUAZEIRO;GASOLINA;6.98;0.0;7.16;7.29;7.345000000000001;7.59;0.0
