Regiao;UF;NomMunicipio;NomBairro;NomRevenda;NomEnderecoCompleto;DscProduto;202201;202202;202203;202204;202205;202206;202207
SE;RJ;SAO GONCALO;JARDIM ALCANTARA;AUTO POSTO DUZE LTDA;RUA CAP JUVENAL FIGUEIREDO, NR: 219, COMPLEMENTO: NI - BAIRRO: JARDIM ALCANTARA;DIESEL S10;5.174;5.299;6.199000000000001;6.6;6.845000000000001;7.076666666666667;7.19
SE;RJ;SAO GONCALO;JARDIM ALCANTARA;AUTO POSTO DUZE LTDA;RUA CAP JUVENAL FIGUEIREDO, NR: 219, COMPLEMENTO: NI - BAIRRO: JARDIM ALCANTARA;ETANOL;5.599;5.349;5.199;6.09;5.890000000000001;5.513333333333333;4.585
SE;RJ;SAO GONCALO;JARDIM ALCANTARA;AUTO POSTO DUZE LTDA;RUA CAP JUVENAL FIGUEIREDO, NR: 219, COMPLEMENTO: NI - BAIRRO: JARDIM ALCANTARA;GASOLINA;6.949;6.8740000000000006;7.332333333333334;7.695;7.6;7.489999999999999;5.73
SE;RJ;SAO GONCALO;JARDIM ALCANTARA;AUTO POSTO DUZE LTDA;RUA CAP JUVENAL FIGUEIREDO, NR: 219, COMPLEMENTO: NI - BAIRRO: JARDIM ALCANTARA;GASOLINA ADITIVADA;6.974;6.949;7.4303333333333335;7.795;7.65;7.59;5.83
SE;RJ;SAO GONCALO;LARANJAL;POSTO PIRAPITINGA LTDA;AVENIDA BISPO D JOAO DA MATTA, NR: 802, COMPLEMENTO: NI - BAIRRO: LARANJAL;DIESEL;4.999;4.999;4.999;0.0;0.0;0.0;0.0
SE;RJ;SAO GONCALO;LARANJAL;POSTO PIRAPITINGA LTDA;AVENIDA BISPO D JOAO DA MATTA, NR: 802, COMPLEMENTO: NI - BAIRRO: LARANJAL;DIESEL S10;5.099;5.299;6.015666666666667;6.2995;6.3;0.0;0.0
SE;RJ;SAO GONCALO;LARANJAL;POSTO PIRAPITINGA LTDA;AVENIDA BISPO D JOAO DA MATTA, NR: 802, COMPLEMENTO: NI - BAIRRO: LARANJAL;ETANOL;5.534;5.349;5.165666666666667;5.8495;5.89;5.69;4.69
SE;RJ;SAO GONCALO;LARANJAL;POSTO PIRAPITINGA LTDA;AVENIDA BISPO D JOAO DA MATTA, NR: 802, COMPLEMENTO: NI - BAIRRO: LARANJAL;GASOLINA;6.999;6.799;7.165666666666667;7.6035;7.6;7.6;5.79
SE;RJ;SAO GONCALO;LARANJAL;POSTO PIRAPITINGA LTDA;AVENIDA BISPO D JOAO DA MATTA, NR: 802, COMPLEMENTO: NI - BAIRRO: LARANJAL;GASOLINA ADITIVADA;6.999;6.899;6.899;0.0;0.0;0.0;0.0
SE;RJ;SAO GONCALO;MUTONDO;AUTO POSTO LUZ LTDA;RUA DOUTOR ALFREDO BACKER, NR: 39, COMPLEMENTO: NI - BAIRRO: MUTONDO;DIESEL S10;5.099;5.499;5.249;6.899;6.549;6.69;7.09
SE;RJ;SAO GONCALO;MUTONDO;AUTO POSTO LUZ LTDA;RUA DOUTOR ALFREDO BACKER, NR: 39, COMPLEMENTO: NI - BAIRRO: MUTONDO;ETANOL;5.799;5.699;4.999;5.899;6.296;5.89;5.09
SE;RJ;SAO GONCALO;MUTONDO;AUTO POSTO LUZ LTDA;RUA DOUTOR ALFREDO BACKER, NR: 39, COMPLEMENTO: NI - BAIRRO: MUTONDO;GASOLINA;6.999;6.999;6.699;7.599;7.599;7.69;6.19
SE;RJ;SAO GONCALO;MUTONDO;AUTO POSTO LUZ LTDA;RUA DOUTOR ALFREDO BACKER, NR: 39, COMPLEMENTO: NI - BAIRRO: MUTONDO;GASOLINA ADITIVADA;6.999;6.999;6.699;7.599;7.599;7.69;6.29
SE;RJ;SAO GONCALO;MUTONDO;GOL DE PLACA POSTO DE GASOLINA E SERVICOS LTDA;AV JOSÉ MENDONÇA DE CAMPOS, NR: S/N, COMPLEMENTO: QUADRA A LOTE 03 A - BAIRRO: MUTONDO;DIESEL S10;0.0;0.0;0.0;0.0;6.75;0.0;0.0
SE;RJ;SAO GONCALO;MUTONDO;GOL DE PLACA POSTO DE GASOLINA E SERVICOS LTDA;AV JOSÉ MENDONÇA DE CAMPOS, NR: S/N, COMPLEMENTO: QUADRA A LOTE 03 A - BAIRRO: MUTONDO;ETANOL;0.0;0.0;0.0;0.0;6.6;0.0;0.0
SE;RJ;SAO GONCALO;MUTONDO;GOL DE PLACA POSTO DE GASOLINA E SERVICOS LTDA;AV JOSÉ MENDONÇA DE CAMPOS, NR: S/N, COMPLEMENTO: QUADRA A LOTE 03 A - BAIRRO: MUTONDO;GASOLINA;0.0;0.0;0.0;0.0;7.69;0.0;0.0
SE;RJ;SAO GONCALO;MUTONDO;GOL DE PLACA POSTO DE GASOLINA E SERVICOS LTDA;AV JOSÉ MENDONÇA DE CAMPOS, NR: S/N, COMPLEMENTO: QUADRA A LOTE 03 A - BAIRRO: MUTONDO;GASOLINA ADITIVADA;0.0;0.0;0.0;0.0;7.89;0.0;0.0
SE;RJ;SAO GONCALO;MUTONDO;OSORIO'S POSTO E SERVICOS LTDA;AVENIDA JOSE MENDONCA DE CAMPOS, NR: 1335, COMPLEMENTO: NI - BAIRRO: MUTONDO;DIESEL;5.412333333333334;5.538999999999999;6.331;6.264;6.51975;6.932666666666666;7.54
SE;RJ;SAO GONCALO;MUTONDO;OSORIO'S POSTO E SERVICOS LTDA;AVENIDA JOSE MENDONCA DE CAMPOS, NR: 1335, COMPLEMENTO: NI - BAIRRO: MUTONDO;DIESEL S10;5.4656666666666665;5.619;6.503;6.384;6.6697500000000005;6.989999999999999;7.54
SE;RJ;SAO GONCALO;MUTONDO;OSORIO'S POSTO E SERVICOS LTDA;AVENIDA JOSE MENDONCA DE CAMPOS, NR: 1335, COMPLEMENTO: NI - BAIRRO: MUTONDO;ETANOL;5.598;5.4656666666666665;5.3644;6.1565;6.04225;5.59;4.665
SE;RJ;SAO GONCALO;MUTONDO;OSORIO'S POSTO E SERVICOS LTDA;AVENIDA JOSE MENDONCA DE CAMPOS, NR: 1335, COMPLEMENTO: NI - BAIRRO: MUTONDO;GASOLINA;6.898;6.899;7.169;7.4864999999999995;7.57975;7.489999999999999;5.79
SE;RJ;SAO GONCALO;MUTONDO;OSORIO'S POSTO E SERVICOS LTDA;AVENIDA JOSE MENDONCA DE CAMPOS, NR: 1335, COMPLEMENTO: NI - BAIRRO: MUTONDO;GASOLINA ADITIVADA;7.099;7.149;7.349000000000001;7.6865000000000006;7.77975;7.69;5.9925
SE;RJ;SAO GONCALO;MUTONDO;OSORIO'S POSTO E SERVICOS LTDA;AVENIDA JOSE MENDONCA DE CAMPOS, NR: 1335, COMPLEMENTO: NI - BAIRRO: MUTONDO;GNV;4.199;4.299;4.459;4.499;5.180000000000001;5.13;4.8
SE;RJ;SAO GONCALO;MUTONDO;PUROGAS-GNV AUTO POSTO LTDA;AVENIDA JOSE MENDONCA DE CAMPOS, NR: 48, COMPLEMENTO: NI - BAIRRO: MUTONDO;DIESEL S10;5.324;5.499;6.074;6.999;6.5445;6.49;6.99
SE;RJ;SAO GONCALO;MUTONDO;PUROGAS-GNV AUTO POSTO LTDA;AVENIDA JOSE MENDONCA DE CAMPOS, NR: 48, COMPLEMENTO: NI - BAIRRO: MUTONDO;ETANOL;5.999;5.7989999999999995;5.699;6.449;6.5445;5.84;4.74
